sepal_length,sepal_width,petal_length,petal_width,species
6.42,2.97,5.29,1.69,Iris-virginica
7.36,3.0,5.99,2.08,Iris-virginica
5.03,2.55,4.34,2.13,Iris-virginica
6.46,3.04,5.48,2.15,Iris-virginica
7.42,2.71,5.8,2.12,Iris-virginica
6.08,2.8,5.15,2.2,Iris-virginica
6.29,2.81,5.53,2.15,Iris-virginica
7.45,2.78,5.98,2.16,Iris-virginica
7.29,2.75,6.3,2.15,Iris-virginica
6.71,2.46,5.55,1.77,Iris-virginica
6.13,2.88,5.08,2.1,Iris-virginica
7.18,2.86,6.0,1.8,Iris-virginica
7.23,3.01,6.25,1.9,Iris-virginica
7.04,2.61,5.82,1.92,Iris-virginica
6.21,2.77,5.53,1.84,Iris-virginica
5.07,2.36,3.94,2.15,Iris-virginica
6.32,3.3,5.09,2.37,Iris-virginica
5.62,2.95,4.52,1.83,Iris-virginica
6.35,2.64,5.06,1.76,Iris-virginica
6.92,2.7,6.04,2.07,Iris-virginica
6.25,2.93,5.42,2.17,Iris-virginica
6.32,3.07,5.16,2.23,Iris-virginica
6.93,3.43,5.87,2.19,Iris-virginica
7.22,2.84,6.15,2.03,Iris-virginica
7.09,2.99,5.84,2.07,Iris-virginica
5.0,2.44,4.6,1.92,Iris-virginica
6.05,2.51,5.21,2.09,Iris-virginica
5.93,3.19,4.94,2.03,Iris-virginica
6.49,3.06,5.38,2.09,Iris-virginica
6.52,2.42,5.43,2.3,Iris-virginica
5.91,2.52,5.05,2.22,Iris-virginica
6.64,2.94,5.61,1.94,Iris-virginica
5.1,2.82,4.16,1.84,Iris-virginica
6.93,3.23,5.85,2.21,Iris-virginica
6.19,2.68,5.34,1.95,Iris-virginica
6.48,3.13,5.36,2.08,Iris-virginica
5.49,2.23,4.62,1.91,Iris-virginica
6.99,3.06,5.47,2.02,Iris-virginica
6.71,3.15,4.97,1.83,Iris-virginica
6.92,3.21,5.71,2.28,Iris-virginica
5.06,2.89,4.42,2.16,Iris-virginica
7.7,3.58,6.48,1.94,Iris-virginica
7.09,3.1,6.11,2.41,Iris-virginica
7.24,2.94,5.84,2.2,Iris-virginica
5.49,3.15,5.05,1.97,Iris-virginica
6.37,2.97,5.08,1.9,Iris-virginica
7.56,3.46,6.07,2.36,Iris-virginica
7.45,3.36,6.23,2.22,Iris-virginica
6.62,2.26,5.28,1.88,Iris-virginica
7.03,2.92,6.5,2.11,Iris-virginica
6.88,3.0,5.9,2.25,Iris-virginica
7.4,2.73,6.03,2.16,Iris-virginica
8.02,3.03,6.32,1.95,Iris-virginica
7.86,3.21,6.36,2.1,Iris-virginica
6.65,2.82,5.15,2.28,Iris-virginica
6.95,2.94,5.93,2.07,Iris-virginica
6.73,2.88,5.22,2.13,Iris-virginica
6.53,2.52,5.08,2.12,Iris-virginica
6.22,2.67,5.57,2.16,Iris-virginica
7.03,3.15,5.99,2.04,Iris-virginica
6.94,3.34,6.05,2.38,Iris-virginica
7.6,3.0,6.53,2.17,Iris-virginica
6.52,2.92,5.61,2.47,Iris-virginica
5.81,2.84,4.95,2.27,Iris-virginica
6.58,2.73,5.78,2.14,Iris-virginica
6.39,3.17,5.75,1.82,Iris-virginica
6.08,2.83,5.31,1.49,Iris-virginica
6.92,2.89,6.03,2.1,Iris-virginica
5.14,2.52,4.3,2.07,Iris-virginica
6.68,2.58,5.55,1.5,Iris-virginica
5.62,2.67,5.02,1.88,Iris-virginica
5.78,2.82,4.96,1.99,Iris-virginica
6.27,2.52,4.99,2.22,Iris-virginica
7.31,3.25,6.36,2.39,Iris-virginica
7.53,2.97,6.23,1.88,Iris-virginica
6.45,2.29,5.25,1.6,Iris-virginica
6.15,2.63,5.48,2.17,Iris-virginica
6.15,3.38,5.44,2.13,Iris-virginica
6.66,2.93,5.86,1.91,Iris-virginica
7.42,3.17,5.95,2.18,Iris-virginica
6.26,2.76,5.93,1.93,Iris-virginica
6.56,2.48,5.38,1.76,Iris-virginica
6.28,2.6,5.63,2.29,Iris-virginica
6.17,3.15,5.74,2.41,Iris-virginica
6.92,3.18,5.74,2.11,Iris-virginica
6.39,2.5,5.32,1.92,Iris-virginica
6.41,2.85,5.28,1.97,Iris-virginica
7.28,3.61,6.29,2.4,Iris-virginica
6.69,3.18,5.83,2.18,Iris-virginica
7.08,3.31,5.92,1.98,Iris-virginica
5.44,2.28,4.93,1.79,Iris-virginica
6.33,2.91,5.35,1.99,Iris-virginica
7.2,2.89,6.05,1.98,Iris-virginica
6.71,3.25,5.81,2.22,Iris-virginica
7.47,2.82,6.02,2.2,Iris-virginica
7.49,3.48,6.29,2.4,Iris-virginica
6.82,2.9,5.96,1.91,Iris-virginica
6.28,3.47,5.16,2.16,Iris-virginica
7.27,3.14,6.2,1.95,Iris-virginica
6.72,2.97,5.56,2.05,Iris-virginica
6.14,2.86,4.7,1.32,Iris-virginica
6.73,3.43,5.38,2.69,Iris-virginica
6.94,2.84,5.64,2.05,Iris-virginica
6.04,2.75,4.97,1.73,Iris-virginica
5.51,2.95,5.13,2.21,Iris-virginica
6.86,2.54,5.95,1.74,Iris-virginica
7.0,2.61,5.99,1.64,Iris-virginica
7.63,3.42,6.59,2.04,Iris-virginica
6.66,3.13,5.77,2.15,Iris-virginica
6.06,3.09,5.56,2.25,Iris-virginica
6.99,3.25,5.1,2.36,Iris-virginica
4.98,3.04,4.4,1.99,Iris-virginica
7.05,3.19,6.12,1.9,Iris-virginica
5.74,2.85,4.82,1.93,Iris-virginica
7.65,3.03,6.13,1.89,Iris-virginica
6.11,3.41,5.25,2.19,Iris-virginica
7.79,3.39,6.01,2.26,Iris-virginica
6.75,3.37,5.24,2.22,Iris-virginica
7.1,3.32,5.89,2.12,Iris-virginica
6.24,2.9,5.48,1.87,Iris-virginica
7.33,2.98,6.66,2.11,Iris-virginica
6.85,2.83,5.59,1.95,Iris-virginica
7.62,2.76,6.41,2.18,Iris-virginica
5.9,2.77,4.93,2.51,Iris-virginica
5.75,3.07,5.01,1.91,Iris-virginica
6.83,2.83,5.72,1.95,Iris-virginica
5.78,2.87,5.23,1.46,Iris-virginica
5.87,2.68,5.26,1.86,Iris-virginica
6.72,2.93,5.68,2.29,Iris-virginica
6.8,3.17,5.08,2.43,Iris-virginica
7.39,3.07,6.21,2.38,Iris-virginica
6.24,2.61,5.67,1.95,Iris-virginica
7.06,3.24,5.74,2.06,Iris-virginica
6.76,2.88,6.13,2.38,Iris-virginica
5.36,2.43,4.15,1.94,Iris-virginica
6.11,3.13,5.36,1.79,Iris-virginica
6.52,2.9,5.12,2.0,Iris-virginica
6.44,3.09,5.72,2.32,Iris-virginica
6.41,3.03,5.91,2.12,Iris-virginica
6.12,3.14,5.08,1.92,Iris-virginica
5.41,3.18,4.44,2.07,Iris-virginica
6.69,2.88,5.97,2.26,Iris-virginica
6.99,3.05,5.92,2.04,Iris-virginica
7.23,3.64,5.98,2.23,Iris-virginica
6.81,3.09,5.48,1.51,Iris-virginica
7.04,3.08,5.92,1.94,Iris-virginica
6.88,2.79,5.91,1.68,Iris-virginica
7.51,3.11,6.12,2.38,Iris-virginica
6.63,3.61,5.93,2.61,Iris-virginica
6.24,2.86,5.21,2.25,Iris-virginica
5.47,2.75,4.63,1.96,Iris-virginica
6.01,2.96,5.19,2.05,Iris-virginica
6.63,2.99,6.1,2.13,Iris-virginica
5.23,2.71,4.35,1.72,Iris-virginica
7.24,3.6,5.94,2.23,Iris-virginica
7.38,3.1,6.2,2.27,Iris-virginica
6.69,3.15,5.02,2.09,Iris-virginica
5.68,3.04,5.1,2.11,Iris-virginica
7.32,3.08,6.41,2.3,Iris-virginica
6.59,3.09,4.86,1.84,Iris-virginica
6.11,3.3,5.17,1.99,Iris-virginica
6.26,2.91,5.19,2.06,Iris-virginica
6.21,3.25,5.35,2.23,Iris-virginica
5.79,2.84,5.24,1.67,Iris-virginica
6.35,2.55,5.17,1.59,Iris-virginica
7.03,3.1,6.1,2.18,Iris-virginica
7.01,2.54,5.96,1.72,Iris-virginica
6.23,2.9,5.33,1.83,Iris-virginica
6.74,3.0,5.71,2.21,Iris-virginica
7.19,2.98,5.91,1.77,Iris-virginica
6.63,3.05,6.13,2.04,Iris-virginica
5.59,3.13,5.56,2.26,Iris-virginica
5.92,2.52,5.41,1.59,Iris-virginica
6.44,2.56,5.02,1.76,Iris-virginica
6.99,2.68,5.82,1.86,Iris-virginica
5.13,2.05,4.73,1.76,Iris-virginica
5.33,2.61,4.55,1.65,Iris-virginica
6.49,3.37,4.98,1.96,Iris-virginica
7.94,3.32,6.66,2.29,Iris-virginica
5.99,3.09,5.22,1.86,Iris-virginica
6.18,3.63,4.84,2.21,Iris-virginica
7.76,3.24,6.23,2.01,Iris-virginica
7.26,2.94,5.63,2.02,Iris-virginica
6.53,2.97,5.44,2.35,Iris-virginica
7.35,2.93,5.96,1.8,Iris-virginica
6.1,3.15,5.19,1.9,Iris-virginica
6.01,2.86,4.95,1.68,Iris-virginica
6.91,3.1,5.44,2.2,Iris-virginica
5.31,2.8,4.63,1.89,Iris-virginica
6.96,3.06,5.81,1.86,Iris-virginica
7.16,3.32,6.09,2.42,Iris-virginica
7.04,3.3,6.35,2.69,Iris-virginica
6.76,2.65,5.71,1.51,Iris-virginica
7.08,2.77,6.27,2.0,Iris-virginica
6.1,2.99,5.13,1.7,Iris-virginica
5.87,3.0,4.44,1.91,Iris-virginica
7.23,2.75,5.93,2.47,Iris-virginica
7.9,3.44,6.86,2.18,Iris-virginica
6.48,3.73,5.47,2.73,Iris-virginica
7.47,3.11,6.04,2.16,Iris-virginica
8.54,3.45,7.24,2.17,Iris-virginica
6.01,2.81,4.83,2.25,Iris-virginica
7.27,2.69,6.27,1.58,Iris-virginica
6.81,3.09,5.53,1.91,Iris-virginica
6.55,3.05,5.45,1.77,Iris-virginica
5.97,2.91,4.94,2.18,Iris-virginica
6.96,3.29,6.32,2.17,Iris-virginica
7.11,3.23,6.33,2.6,Iris-virginica
6.19,2.88,5.23,2.31,Iris-virginica
7.06,3.11,5.83,2.08,Iris-virginica
6.51,2.59,5.78,1.81,Iris-virginica
6.92,3.66,5.63,2.37,Iris-virginica
5.98,2.46,5.09,1.9,Iris-virginica
7.7,3.47,6.72,2.37,Iris-virginica
6.92,2.7,6.31,1.86,Iris-virginica
8.3,3.26,6.79,2.15,Iris-virginica
6.37,2.94,5.48,1.82,Iris-virginica
5.57,2.96,4.34,1.72,Iris-virginica
6.29,2.94,5.15,1.58,Iris-virginica
7.2,2.91,6.12,1.71,Iris-virginica
6.83,3.11,5.73,2.49,Iris-virginica
6.3,2.93,5.41,1.93,Iris-virginica
6.28,2.98,5.36,1.84,Iris-virginica
7.2,3.09,5.92,1.95,Iris-virginica
7.25,3.12,5.71,2.3,Iris-virginica
6.38,2.76,5.32,1.7,Iris-virginica
5.8,2.98,4.63,2.06,Iris-virginica
7.64,3.06,6.52,1.99,Iris-virginica
7.46,2.97,6.45,2.17,Iris-virginica
6.16,2.73,5.49,2.24,Iris-virginica
6.92,3.45,5.64,2.84,Iris-virginica
5.47,3.07,4.82,1.8,Iris-virginica
6.38,3.03,5.82,2.04,Iris-virginica
7.32,3.3,6.68,2.62,Iris-virginica
6.73,3.11,5.82,2.47,Iris-virginica
7.11,2.65,6.01,1.48,Iris-virginica
7.2,3.2,6.14,2.21,Iris-virginica
6.83,2.81,5.72,1.88,Iris-virginica
5.64,2.47,4.47,1.62,Iris-virginica
7.08,3.07,5.86,2.48,Iris-virginica
6.82,2.58,6.37,2.07,Iris-virginica
6.21,3.04,5.67,2.14,Iris-virginica
6.6,2.52,5.7,2.07,Iris-virginica
6.45,3.01,5.69,2.07,Iris-virginica
6.41,2.78,5.08,1.96,Iris-virginica
6.62,3.13,5.25,2.27,Iris-virginica
6.38,2.88,5.62,2.15,Iris-virginica
6.8,2.6,5.83,2.2,Iris-virginica
7.89,3.15,6.21,2.04,Iris-virginica
7.27,3.2,5.7,2.26,Iris-virginica
6.54,2.75,5.35,1.74,Iris-virginica
6.48,2.87,5.23,2.08,Iris-virginica
6.89,3.33,5.64,2.57,Iris-virginica
6.64,2.88,5.89,2.72,Iris-virginica
7.14,3.47,5.63,2.34,Iris-virginica
6.67,2.43,5.57,1.78,Iris-virginica
6.01,3.1,5.1,2.09,Iris-virginica
6.57,3.1,5.54,1.88,Iris-virginica
6.79,2.94,5.66,1.94,Iris-virginica
7.85,3.24,6.13,1.68,Iris-virginica
6.62,3.08,5.38,2.45,Iris-virginica
7.17,3.12,5.99,2.05,Iris-virginica
5.96,3.05,4.81,1.94,Iris-virginica
5.68,2.41,4.47,1.71,Iris-virginica
6.82,3.23,6.22,2.29,Iris-virginica
5.88,2.57,4.52,1.78,Iris-virginica
6.11,2.88,4.88,2.1,Iris-virginica
6.95,3.29,5.63,2.13,Iris-virginica
5.93,2.82,5.06,2.0,Iris-virginica
6.67,2.91,5.8,2.23,Iris-virginica
6.86,3.06,5.58,2.49,Iris-virginica
6.82,3.01,5.8,2.38,Iris-virginica
6.05,2.53,4.55,1.77,Iris-virginica
6.78,2.73,5.62,1.89,Iris-virginica
6.39,3.34,5.97,2.47,Iris-virginica
6.85,2.97,5.9,2.24,Iris-virginica
6.62,3.29,5.3,2.22,Iris-virginica
6.92,2.32,5.79,1.55,Iris-virginica
6.71,2.92,5.62,2.06,Iris-virginica
5.75,2.61,5.3,1.93,Iris-virginica
6.39,2.97,5.71,2.35,Iris-virginica
6.0,2.83,4.99,1.39,Iris-virginica
6.72,3.06,5.71,2.22,Iris-virginica
7.51,3.0,6.3,1.78,Iris-virginica
7.01,3.34,5.78,2.47,Iris-virginica
6.95,3.17,5.89,2.23,Iris-virginica
6.61,2.55,5.6,1.58,Iris-virginica
7.25,3.18,5.73,2.41,Iris-virginica
7.23,3.14,5.49,1.89,Iris-virginica
5.86,2.47,5.44,1.63,Iris-virginica
5.39,2.35,4.73,2.06,Iris-virginica
5.96,2.78,4.47,2.08,Iris-virginica
6.75,2.6,5.76,1.8,Iris-virginica
5.48,3.3,5.22,2.09,Iris-virginica
7.91,3.25,7.0,2.3,Iris-virginica
6.72,2.45,5.84,2.31,Iris-virginica
6.78,2.61,5.8,1.67,Iris-virginica
6.35,2.4,5.49,1.76,Iris-virginica
6.27,2.81,5.42,1.76,Iris-virginica
6.24,3.01,5.47,2.29,Iris-virginica
5.23,2.91,4.34,1.4,Iris-virginica
6.07,3.61,5.0,2.56,Iris-virginica
6.37,2.79,5.23,2.14,Iris-virginica
5.63,2.47,4.56,2.12,Iris-virginica
6.78,2.89,5.66,1.85,Iris-virginica
6.54,3.31,5.2,2.15,Iris-virginica
5.03,2.82,4.87,2.2,Iris-virginica
6.14,2.84,5.21,2.2,Iris-virginica
6.86,2.99,5.84,2.26,Iris-virginica
6.04,2.73,4.8,1.76,Iris-virginica
6.46,3.21,5.69,2.25,Iris-virginica
6.24,2.63,5.25,1.74,Iris-virginica
6.89,3.06,5.31,2.2,Iris-virginica
6.66,3.43,5.77,2.41,Iris-virginica
6.48,2.99,5.77,1.97,Iris-virginica
6.87,3.01,5.49,2.49,Iris-virginica
6.26,3.14,5.24,2.14,Iris-virginica
7.01,3.02,5.83,2.08,Iris-virginica
5.62,2.55,5.19,2.39,Iris-virginica
6.27,2.7,5.84,2.46,Iris-virginica
5.88,2.46,5.06,1.8,Iris-virginica
6.36,2.6,4.94,1.87,Iris-virginica
6.47,3.14,5.57,2.66,Iris-virginica
6.55,2.73,5.24,2.37,Iris-virginica
5.4,2.76,4.82,2.03,Iris-virginica
6.9,3.85,5.86,2.24,Iris-virginica
6.88,3.09,5.86,2.17,Iris-virginica
7.65,3.38,6.22,2.02,Iris-virginica
7.47,3.43,6.23,2.59,Iris-virginica
6.02,2.89,5.13,1.99,Iris-virginica
7.12,3.08,5.6,2.0,Iris-virginica
6.25,3.07,5.02,1.95,Iris-virginica
7.13,3.18,5.94,2.1,Iris-virginica
5.45,3.06,4.65,2.26,Iris-virginica
6.79,2.87,6.01,1.97,Iris-virginica
7.53,3.4,6.47,2.47,Iris-virginica
7.78,3.45,6.78,2.29,Iris-virginica
6.67,3.32,5.52,1.82,Iris-virginica
5.43,2.61,4.64,1.91,Iris-virginica
6.06,2.94,4.86,2.09,Iris-virginica
7.97,3.17,6.46,1.91,Iris-virginica
7.28,2.86,6.03,2.13,Iris-virginica
6.32,2.75,5.34,1.83,Iris-virginica
6.79,3.27,5.9,2.45,Iris-virginica
5.89,3.15,4.77,1.94,Iris-virginica
6.68,2.91,5.9,2.03,Iris-virginica
7.13,2.8,6.08,2.18,Iris-virginica
5.03,2.43,4.0,1.66,Iris-virginica
6.04,2.76,4.86,1.89,Iris-virginica
7.62,3.61,6.48,2.28,Iris-virginica
6.89,3.36,6.14,2.12,Iris-virginica
7.42,3.2,5.94,2.11,Iris-virginica
6.53,2.97,5.61,2.24,Iris-virginica
7.71,3.08,5.89,1.58,Iris-virginica
6.24,2.83,5.21,1.83,Iris-virginica
6.71,3.45,5.68,1.99,Iris-virginica
7.33,3.56,6.18,2.15,Iris-virginica
6.4,2.98,5.3,2.02,Iris-virginica
7.56,2.91,6.14,1.91,Iris-virginica
